0.1,0,0.002652365323146984
0.1,1,0.00415663521386668
0.1,2,0.002129901131078297
0.1,3,0.004133936199567142
0.1,4,0.0008376401304140163
0.1,5,0.000902436310903639
0.1,6,0.002285479637554253
0.1,7,0.007777426000617456
0.1,8,0.0014631995963930843
0.1,9,0.0030939280503327112
0.1,10,0.0032153707781575128
0.1,11,0.004099906324771318
0.1,12,0.0010578003757153167
0.1,13,0.0006798545770339798
0.1,14,0.0016832871945407595
0.1,15,0.0017260495926763372
0.1,16,0.008345668243740575
0.1,17,0.0005308038297015088
0.1,18,0.007549177721727628
0.1,19,0.004265909349524415
0.1,20,0.002617546830086294
0.1,21,0.005368221336915377
0.1,22,0.0030221895421819038
0.1,23,0.0020093345578568985
0.1,24,0.001401787422167375
0.1,25,0.001284410053744222
0.1,26,0.0011077852003472943
0.1,27,0.0027085830492661026
0.1,28,0.0021493808349915427
0.1,29,0.0016061191235418476
0.1,30,0.004514580169802462
0.1,31,0.0018991279925061899
0.1,32,0.000517150424668375
0.1,33,0.004712230837652121
0.1,34,0.00508273574106866
0.1,35,0.0020646382941869328
0.1,36,0.00011964197414379117
0.1,37,0.0010005678985102113
0.1,38,0.0043474148136539185
0.1,39,0.005573158498823646
0.1,40,0.0016849206083942832
0.1,41,0.004320269271280976
0.1,42,0.0008581910763075496
0.1,43,0.0018258000510640356
0.1,44,0.005632499305723863
0.1,45,0.0017265976427818387
0.1,46,0.0027195222066887684
0.1,47,0.004335980270896845
0.1,48,0.006094943395043563
0.1,49,0.0030931628271586792
